,lifespan,herbivore_initial_probability,low_predator_initial_probability,top_predator_initial_probability,herbivore_reproduction_rate,low_predator_reproduction_rate,top_predator_reproduction_rate,low_predator_starvation_rate,top_predator_starvation_rate
71,500,0.292446986453494,0.120322504684235,0.587230508862271,0.3766716300131203,0.5208021285176191,0.3199832437778978,13,6
72,58,0.35743896134813,0.11027772471502906,0.5322833139368409,0.2939424465678556,0.8075996661728776,0.3651163133500811,44,9
73,28,0.47052172772156065,0.08373233157466198,0.4457459407037774,0.021049415001905047,0.49025353831117,0.033281889580832,3,5
74,10,0.23062783324354064,0.17325653943799246,0.5961156273184669,0.07743236957131538,0.22223691098074683,0.8384144064274267,8,47
75,0,0.017444043601992254,0.8534276734909234,0.12912828290708434,0.8905424686056281,0.2163512509948553,0.8985882218010157,41,9
76,5,0.6473814115036683,0.292749166456151,0.05986942204018064,0.268398272263766,0.03539642213011163,0.9068627378472981,2,45
77,4,0.1794369918049491,0.47086174744840836,0.34970126074664254,0.6041382567787473,0.13470152793118384,0.6435893501687097,37,38
78,1,0.2662702719037784,0.6901230404315034,0.0436066876647182,0.5882463352034872,0.7937278505080863,0.17930304212214554,37,17
79,6,0.3774154711151839,0.4246516360140097,0.1979328928708064,0.6855646192324983,0.30961467677559873,0.7139697980685059,43,8
80,3,0.33492328885321754,0.46700642459088293,0.19807028655589953,0.07758994066045366,0.45612180473894737,0.7168810442917422,44,38
81,1,0.1314754083639127,0.8365668323717211,0.03195775926436617,0.47849637164416714,0.46713504311314036,0.2990007220539421,25,11
82,500,0.31388512737133223,0.0981613096106686,0.5879535630179992,0.5876950475264897,0.6328663378235513,0.2883680464343559,40,10
83,15,0.6036838444502747,0.15196460534240608,0.24435155020731925,0.11095566773972265,0.5388496092002221,0.04265403178236482,46,32
84,11,0.8162434239120117,0.1058907520648491,0.07786582402313924,0.9159513198417667,0.3056803089997827,0.9814983834461172,39,17
85,3,0.22342461128275704,0.47311608489551904,0.3034593038217239,0.6218937605265686,0.30462763210308086,0.8004733146667192,2,14
86,5,0.12397574166517333,0.04270102629541661,0.8333232320394101,0.6388359724027861,0.6263038554502803,0.7553184010592412,38,36
87,12,0.8240524666967958,0.10604109153229957,0.06990644177090466,0.19611612839353731,0.7905625627682358,0.10766242281921867,21,31
88,5,0.28720107301109954,0.3326856241056324,0.38011330288326806,0.36858813371996946,0.5196489058359032,0.6761710207283669,46,8
89,3,0.6260622157482342,0.3394410260981645,0.034496758153601315,0.836180001736435,0.9704831427246905,0.6105316600748504,34,21
90,15,0.631197335402016,0.14592698953593874,0.2228756750620453,0.64491262083639,0.9143782234718126,0.7955794253250417,48,22
91,6,0.4222217476412582,0.4397165831066524,0.1380616692520894,0.5052963927123677,0.8286380620575313,0.18403382656296507,8,17
92,8,0.2963889498537443,0.15042097141967037,0.5531900787265853,0.2511584441107827,0.49828618011022463,0.6741943331354031,16,36
93,10,0.49488978017816265,0.23384168717673404,0.2712685326451033,0.7792473618976522,0.08904041133271356,0.3188738720016232,32,26
94,2,0.21623424540930603,0.5963589366249018,0.18740681796579217,0.4870234407519626,0.7411587336790474,0.8584100220177758,20,42
95,5,0.27860164873085824,0.3498789278156673,0.37151942345347444,0.4179959350653397,0.4271333824963508,0.4066047709343049,3,5
96,489,0.5397185336343672,0.07054180607413318,0.38973966029149965,0.4096637495103781,0.18482059723857547,0.912711467951043,16,24
97,28,0.9369463539499281,0.014456322752933626,0.048597323297138284,0.40241054519095143,0.9512673299329829,0.9344870200559648,2,33
98,13,0.586531499026236,0.1407525768369019,0.2727159241368621,0.5466093535584847,0.35484485885727357,0.7655934731284392,40,41
99,14,0.7877105912884491,0.1125254866771015,0.09976392203444939,0.05634562499206863,0.4031506650518383,0.6890023631160456,37,20
100,1,0.07599489567309192,0.6139280443988784,0.3100770599280297,0.7043717469260211,0.8731229625444845,0.07110262499276676,4,15
101,4,0.17747505960428878,0.5195920693049583,0.30293287109075295,0.28703852162504506,0.2420151329399599,0.38119916743542015,34,41
102,1,0.10915149208658703,0.8604271467403025,0.03042136117311045,0.008313858789367412,0.05207562205830096,0.41821241369584916,48,40
103,15,0.3359432386981991,0.05122081635401021,0.6128359449477907,0.33426532250133667,0.47010187556888594,0.16550135325862514,24,40
104,3,0.02775545787314293,0.09854681116981301,0.8736977309570441,0.7179350976039455,0.4917953390459199,0.772637486846131,46,46
105,10,0.370098392520542,0.18448407574265668,0.4454175317368013,0.7455023470235544,0.6066622363136859,0.04752213169272168,48,42
106,500,0.38782537239415094,0.13488983003852406,0.477284797567325,0.5716475214961918,0.502739406309008,0.37448661106793657,25,3
107,9,0.4709873789785475,0.19214125179298291,0.3368713692284696,0.02860772442550885,0.8756710575782093,0.6233108402461394,30,47
108,3,0.5078110608036616,0.44926202881125754,0.042926910385080896,0.09515790819307424,0.4262004559809496,0.4873844330689372,46,43
109,8,0.5941261575830351,0.2294054303789692,0.17646841203799568,0.5585796579768525,0.0904833720927698,0.7100101045572217,31,26
110,500,0.7402242044267948,0.0361356283506552,0.22364016722254998,0.6903446772154258,0.7329275382123358,0.01695975299193253,49,21
111,14,0.7652852083158175,0.11703010023421445,0.11768469144996807,0.03943588518158814,0.7516999250176125,0.6969562833728324,2,47
112,15,0.8824976403371227,0.049370781115114726,0.06813157854776253,0.060991099048212316,0.9357350099004622,0.5201095270535465,35,8
113,4,0.22684652544996142,0.36017704914494175,0.4129764254050968,0.888116791903493,0.021692013738526916,0.6761226531842635,21,5
114,3,0.48363597812245407,0.49813792104034105,0.018226100837204884,0.9763222205463177,0.26397869423242304,0.3485400463062758,1,36
115,5,0.3652117675100294,0.33897288182523155,0.2958153506647391,0.733017771757412,0.9789812497767576,0.6882379214570183,21,6
116,1,0.04216907535625525,0.7297768505013533,0.22805407414239143,0.13228888091910773,0.9089370859945126,0.8211540397876317,50,29
117,2,0.25436362982521776,0.6988657765776038,0.04677059359717839,0.810536575296079,0.7194467230153285,0.5536507645586228,24,28
118,8,0.4468970587332928,0.18620556236927377,0.36689737889743346,0.8866786386712708,0.5322737534054416,0.6526708245978549,30,29
119,4,0.1359740456543329,0.2768029209018823,0.5872230334437848,0.06229736103787897,0.4892560372533705,0.8493170492313145,13,4
120,1,0.045923772695219855,0.7025006883508422,0.2515755389539379,0.7296758099370325,0.6508176077470711,0.058656579503232775,36,31
121,0,0.04116636171423427,0.9117824466509044,0.04705119163486138,0.5291370368895085,0.2756665930651262,0.056953049134444655,16,24
122,1,0.06104031676614963,0.5817624312779688,0.3571972519558816,0.13230872472321098,0.19999294207879537,0.513411688957252,49,49
123,17,0.5139704700034304,0.11185281344281639,0.3741767165537532,0.6701167699060606,0.270544751801593,0.17934230865995737,14,44
124,21,0.5370793857323909,0.07304724352548664,0.38987337074212247,0.7687792498533359,0.6729266309317059,0.7307282984912267,12,22
125,2,0.023988904208931516,0.28065420163538324,0.6953568941556852,0.9774444971585106,0.9995084977182865,0.3743762036391006,21,45
126,2,0.3001087124699898,0.5777208086006126,0.12217047892939759,0.07457583539958113,0.34975490909545237,0.4265236735607115,3,28
127,11,0.3690970520690444,0.1694380821907545,0.46146486574020107,0.5726676691331083,0.4142658816549728,0.8948026339525693,45,19
128,8,0.2631671093469321,0.1703612799296852,0.5664716107233827,0.225510723106638,0.28764431309193317,0.9870859214377337,41,20
129,4,0.1783184211447436,0.24343619503716452,0.5782453838180919,0.5727594306057573,0.848069584889847,0.07041748883085674,44,21
130,1,0.007951828354581414,0.2942397638745282,0.6978084077708904,0.6650039473090632,0.9886781490168262,0.14811863478767118,28,21
131,37,0.9225979807238026,0.0254604068625347,0.051941612413662686,0.02443316902423831,0.2753392584738519,0.04168741522935682,25,38
132,2,0.3755376304690913,0.5783998678740806,0.046062501656828125,0.5993873072663902,0.2604125434552367,0.17942633823778398,7,49
133,5,0.1298411612583632,0.2667822780644251,0.6033765606772117,0.9057993780251935,0.6936953253552194,0.9358971900479967,18,37
134,3,0.11371782752498272,0.2975704254666647,0.5887117470083526,0.6002713196738286,0.924425716858739,0.7397257524669647,46,43
135,1,0.08939980691054217,0.5482863310303653,0.36231386205909255,0.11525287946800133,0.3632344232425061,0.9452285360343156,25,41
136,15,0.3117228024360633,0.061736831214394106,0.6265403663495426,0.3693936521592983,0.4543444677106544,0.2890101040252432,32,37
137,1,0.09178292651691422,0.8794409297537038,0.028776143729381976,0.0715114296631374,0.20333852992673584,0.40849134500953954,17,28
138,10,0.37367759068923356,0.21979983389086655,0.4065225754198999,0.007906478407653128,0.5315096195995254,0.0028725609784733264,34,1
139,6,0.2324250935393407,0.2302184297121601,0.5373564767484992,0.1243242921954637,0.643888660577454,0.19238421146064744,1,50
140,7,0.2235063866596051,0.22775194248683983,0.5487416708535551,0.017525516171166267,0.6562485926460496,0.5690547478439687,30,40
141,2,0.0640151036540968,0.05425231644996298,0.8817325798959402,0.334113662461192,0.7459401193688734,0.10676115181739865,6,2
142,10,0.6457991384439054,0.17072225619008763,0.18347860536600702,0.5697925471622343,0.7498503617282191,0.12230751260684825,3,17
143,78,0.47378161005615316,0.1031059963630846,0.42311239358076225,0.16453228361356798,0.12776200741099575,0.018211769888426876,27,6
144,1,0.11719009820007953,0.8784641780608289,0.004345723739091589,0.7575986257661311,0.11637665930106023,0.09265045271422001,18,19
145,3,0.09289938133225872,0.4792168115658869,0.42788380710185436,0.9313077577159268,0.7346024386952252,0.23708436253365395,4,43
146,5,0.17812144767643046,0.31442220844035573,0.5074563438832138,0.6979283114643151,0.9242881907216367,0.8359048315310309,47,23
147,4,0.10474033432889662,0.37381631851478936,0.521443347156314,0.038792608577481236,0.9025206486045598,0.5138748560483754,27,18
148,4,0.5380837393062324,0.3397432588582878,0.12217300183547974,0.8674642409868704,0.05878501947682768,0.48803983064004286,6,18
149,0,0.0318285092607935,0.7724522620587201,0.1957192286804864,0.05576876957328447,0.2904170512860521,0.6154488474228654,34,34
150,10,0.5283124283071293,0.1883676590945852,0.2833199125982855,0.439049297827242,0.0026696316809973197,0.19011471659262313,3,8
151,1,0.16317079937584955,0.6852336864985329,0.15159551412561756,0.37579764047423536,0.5122343202549233,0.2306123388581075,13,13
152,3,0.19933179758349096,0.4291878531949439,0.37148034922156514,0.8071129513015062,0.09470758934371337,0.5504747011651951,9,5
153,17,0.30944758752707024,0.06786797614613571,0.622684436326794,0.18536149721940698,0.4255662707612713,0.6510789192907602,32,39
154,8,0.5336812960244022,0.2368237467452603,0.22949495723033753,0.01050092463693686,0.4855629243252557,0.53423589466196,40,4
155,1,0.159005320136824,0.7175064039530034,0.12348827591017264,0.7614887782983278,0.7183398634775203,0.7120989977443539,11,47
156,5,0.15260622332264018,0.06595849251934782,0.781435284158012,0.9164616978609248,0.7842565336724985,0.4847639088253878,44,8
157,0,0.004464079982870683,0.9331939509787176,0.062341969038411715,0.770490355292429,0.35814762705878656,0.42794612460670134,16,16
158,7,0.32877345690585524,0.2298074135706739,0.44141912952347084,0.7440338236613806,0.028663279068360414,0.6459587188060265,27,30
159,4,0.06265752287462123,0.0723934148751817,0.8649490622501971,0.7094464651442771,0.6748952254291428,0.47600102940334243,3,22
160,11,0.6190690566186966,0.1722103410649326,0.2087206023163708,0.31999157575952786,0.5967568845733279,0.49250529380485,33,15
161,3,0.17237499048643523,0.4368469517847321,0.3907780577288327,0.6821116484005502,0.4319188248035474,0.4896715198858599,20,46
162,6,0.4655952100077245,0.2945635598540617,0.2398412301382138,0.7323158952477566,0.04621691247531745,0.7591880972328471,20,44
163,2,0.43951974653900727,0.5136436601840454,0.046836593276947336,0.8019494827693119,0.6780207406777211,0.5777182907639067,12,17
164,7,0.4564360628655246,0.2412922117734948,0.30227172536098057,0.6979968775855278,0.3723988387106848,0.21086446110470636,40,29
165,10,0.9055092267563735,0.06980083737706122,0.024689935866565316,0.02058421242196251,0.9039926510703177,0.8818329026757906,50,21
166,8,0.5926501718754743,0.2924346700502819,0.1149151580742438,0.7484131147352027,0.6317416879707012,0.8559081199137005,24,21
167,2,0.3148758473316636,0.5679000029522369,0.11722414971609951,0.3823293703430197,0.4294006508094924,0.4385941125748808,9,18
168,7,0.2773564083997784,0.22849719234718424,0.4941463992530374,0.26912471335190813,0.33438126875702434,0.20047016108146054,2,26
169,0,0.028867766621675783,0.6669821427051854,0.3041500906731388,0.961416033570269,0.14174494824207895,0.022723976533255086,3,14
170,500,0.6616086320137514,0.03399948314457746,0.3043918848416711,0.6809167859420562,0.8663473547591832,0.5589007504742989,29,19
171,7,0.20304009753903252,0.17450802811213584,0.6224518743488316,0.7347433352218191,0.8420835714377701,0.5717311522381026,4,46
172,13,0.40797174649452217,0.08885668466483376,0.5031715688406441,0.8991104109502601,0.6060637927202039,0.5975198701285958,49,35
173,2,0.06808282135084576,0.4088233460149511,0.5230938326342032,0.19519884531178167,0.2949349926981347,0.4498080390991166,45,36
174,15,0.8082316187361778,0.16801904796124267,0.023749333302579556,0.036607820499835686,0.8881281077042005,0.0781644272327523,31,34
175,8,0.5288808934824021,0.24670369337614995,0.22441541314144797,0.42939405458172364,0.11837243381687301,0.9865588741017414,31,42
176,14,0.6235839564700881,0.16566972932308943,0.21074631420682244,0.8678639922611497,0.7350720129152907,0.6565539351977137,5,29
177,1,0.0660024245280737,0.6050303981088574,0.3289671773630689,0.0445130091583259,0.18132730640668415,0.8699440589566292,38,25
178,2,0.38194834117682996,0.54202336203208,0.07602829679109002,0.3022009105230897,0.34188733910811064,0.7646912311733267,6,33
179,5,0.1902789077129573,0.18248760756599147,0.6272334847210512,0.4595537089168895,0.5842498971373314,0.5293105289449699,36,14
180,4,0.11177611050829417,0.21463334728816152,0.6735905422035443,0.08398690621085059,0.38309068478699637,0.8322376644896237,41,31
181,2,0.37518892733833864,0.5613089971342572,0.06350207552740417,0.23467653031481228,0.48593463674923876,0.9146634322569372,18,3
182,14,0.7707954153323062,0.11394518088854677,0.11525940377914701,0.08503795157131544,0.9951944824479199,0.7000407461195005,38,40
183,1,0.11317897720885284,0.6563713327813746,0.23044969000977256,0.45232387714344435,0.20456321032399227,0.37915723190115935,12,28
184,10,0.6683368839176002,0.16718421039765208,0.16447890568474777,0.08910965093777945,0.8451511982178523,0.20635080189096633,7,27
185,2,0.4618083565595268,0.45086830010719325,0.08732334333327996,0.45731026725009793,0.08951047536311785,0.3369693434736132,43,15
186,6,0.5710189847578876,0.3169536137955684,0.112027401446544,0.3542709084023834,0.7548848770903313,0.743188865009696,17,17
187,1,0.12031997384334148,0.5357228251945699,0.3439572009620886,0.24152694158816668,0.16327203332704565,0.45837345267481067,16,21
188,1,0.02752420283374246,0.5941989443341127,0.37827685283214485,0.41600908355121113,0.4937853775019112,0.5723946879134468,16,33
189,5,0.2060670437824702,0.18905775144608394,0.6048752047714459,0.14192647888050158,0.4012483017280709,0.045018468822096036,39,13
190,2,0.006585446319138377,0.06990776932987819,0.9235067843509834,0.8880818683525421,0.7741669433888428,0.2497794289024623,42,4
191,1,0.15761919516409384,0.6927852697963159,0.14959553503959022,0.25478905287824327,0.5447730057291348,0.23359952132564277,37,50
192,6,0.10700844985594749,0.037534982974692155,0.8554565671693604,0.2629505592965681,0.21111615137834217,0.8328886576573576,8,17
193,2,0.04081637752727707,0.07740616757015084,0.8817774549025721,0.9027581350028109,0.3917431878603652,0.3486888039396674,24,10
194,2,0.01630023645570855,0.20258185685648655,0.7811179066878049,0.5984510218272885,0.44692923616565583,0.9825301191467575,34,15
195,21,0.752147120897518,0.0900483675853746,0.1578045115171074,0.9087805200799526,0.3177214691781277,0.4585860732492806,3,47
196,0,0.00142478268843782,0.43115672127578875,0.5674184960357734,0.38694695570236515,0.723615483155029,0.44510460117107187,49,42
197,23,0.36941924962033,0.038539997326867526,0.5920407530528025,0.7581354266612191,0.8237598755207396,0.7462867808368951,4,19
198,5,0.27434818801093497,0.4596092403273462,0.26604257166171885,0.27748280232384925,0.012904523954341496,0.659491573132914,41,41
199,500,0.2674101234458235,0.22112910512569306,0.5114607714284835,0.41052063671266226,0.20408683324473054,0.6884945493194202,48,3
200,3,0.5244006373490023,0.4241011370440749,0.05149822560692274,0.38516232952835716,0.9232117713501806,0.46963612929053444,6,17
201,2,0.33888588783468854,0.5368556833532732,0.1242584288120383,0.23425149170646475,0.05707771971745401,0.031017349804296712,48,10
202,4,0.27171299240471625,0.39979325414828093,0.3284937534470028,0.43705268141040765,0.1202784876416112,0.5608959579212416,8,49
203,500,0.8327968325697289,0.02729073583999475,0.13991243159027633,0.9226907519706193,0.47385525668024153,0.10655486136574388,6,25
204,1,0.16193552026217295,0.6259236365636639,0.21214084317416315,0.551735871599663,0.08099969703421872,0.22190911752180142,50,18
205,8,0.6233657921109105,0.21119814612100152,0.165436061768088,0.2947579206802563,0.4448775574789965,0.4726136092187747,38,39
206,1,0.11103600923577939,0.8613303048428469,0.02763368592137372,0.5215401590652665,0.5376267081908729,0.9306821139809703,27,49
207,8,0.17648268584385596,0.00911847921643838,0.8143988349397057,0.45985734593660643,0.5917855252859489,0.28885813041577124,19,11
208,5,0.12006354508030836,0.16366919566925686,0.7162672592504348,0.879650814362284,0.5037919457239178,0.5523235095769741,48,35
209,1,0.21701076385031381,0.6916140167168064,0.09137521943287974,0.6811907170449603,0.15084601076604476,0.7540881471689338,24,4
210,6,0.2803368735433558,0.2891955904093465,0.4304675360472977,0.570131321452082,0.4727013928298319,0.11074610763432302,16,22
211,25,0.35990217469074803,0.03409341410099298,0.606004411208259,0.3601812362512098,0.3595237899736422,0.49773841849574096,11,28
212,0,0.04627049746116252,0.7434906290789504,0.21023887345988712,0.16299022973638988,0.8229132743499975,0.0973900290550066,45,34
213,11,0.5131185689959965,0.18619855083401216,0.30068288016999134,0.5660628691463687,0.9892532080592007,0.2589834458108955,9,17
214,1,0.09628450974964708,0.7199386629698112,0.18377682728054168,0.7549425200716924,0.48898736592865943,0.5854956132156289,18,12
215,500,0.399877824118094,0.007235106101042055,0.5928870697808639,0.3917870151463717,0.24418035325723153,0.32058280092871516,32,20
216,3,0.5388959089869858,0.42139182657566554,0.039712264437348654,0.7379149193096557,0.16196537215749984,0.46699910331478467,11,45
217,1,0.12027170171688895,0.6487356703905788,0.23099262789253228,0.9718513973995465,0.4171634347897005,0.48530636695608664,14,41
218,13,0.28885742589538765,0.11687241391500158,0.5942701601896108,0.3621866439963758,0.9956336074027926,0.20065154832603171,11,36
219,2,0.029270120711213266,0.21013658703779248,0.7605932922509943,0.9419123598389288,0.23639092146777085,0.8247751174178567,29,22
220,500,0.3568292796188396,0.017284535137652712,0.6258861852435077,0.44534242960468917,0.49786698049553213,0.05770783933642687,27,33
221,5,0.09069090770167243,0.06653130003222141,0.8427777922661062,0.33259344056129914,0.916665526905772,0.2468079696066836,15,16
